1,"Môi trường 9x, vui vẻ, hòa đồng giúp đỡ nhau trong công việc!!! Ít phải OT, nếu OT có chế độ đãi ngộ xứng đáng :)))"
1,"Cơm cô bếp nấu ngon :)), được học hỏi nhiều thứ từ anh/em đồng nghiệp"
-1,Thich môi trường ở đây nên không có y kiến gì cho mục này :))
1,"Sếp thoải mái Môi trường thân thiện, cởi mở Được anh/em giúp đỡ nhiệt tình trong công việc"
-1,Cần tuyển thêm các bạn nữ để thoát ế :) bắt viết dài quá :))
1,"Mọi người vui tính, nhiệt tình vì toàn người trẻ Sếp nice Công ty gần nhà OT có chế độ theo quy định của Luật Lao động ....."
-1,Mọi thứ ở đây tôi thấy phù hợp với bản thân nên không có ý kiến đề xuất gì cả
1,"Anh/em tốt, hòa đồng Sếp nice Miễn phí trà, cafe"
-1,Công ty có 2 văn phòng
1,"Nhân viên hòa đồng, nhiệt tình giúp đỡ lẫn nhau và giúp đỡ các thành viên mới. Khi phải OT được sếp quan tâm, chăm sóc nhiệt tình"
-1,"Công ty có 2 văn phòng ở 2 địa điểm khác nhau, công ty nên tập trung về 1 địa điểm"
1,"Sếp tốt, môi trường hòa đồng, nhiều người giỏi nên có thể học hỏi được nhiều thứ. Nói chung như những công ty khác, Thích hợp cho các bạn trẻ năng động."
1,"công ty có quy mô, và định hướng phát triển tốt, chế độ cho nhân viên tốt,  đồng nghiệp vui vẻ và quan tâm, giúp đỡ nhau. sếp thân thiện, dễ gần."
-1,"chứng từ và nhập liệu quá nhiều, quy trình làm việc chưa rõ ràng"
1,"Sếp hiền, dễ tính, có thể linh động được. Đồng nghiệp thì tất nhiên còn tùy vào người"
-1,"Không có chế độ du lịch hay phúc lợi nào khác. Mỗi năm tổng tiền nhận được là lương x 13 tháng Không có tiền OT, nên khó mà có động lực để đi OT."
1,"Văn phòng rộng rãi, môi trường thoải mái, phù hợp cho những bạn mới ra trường hoặc chưa có nhiều kinh nghiệm"
-1,"Quy trình làm việc còn nhiều chỗ chưa hợp lý, lương cũng thấp"
1,"Môi trường làm việc trẻ trung Các dự án mang tính thực tế cao, nắm bắt nhiều công nghệ mới Nói chung thì bạn sẽ được nhận xứng đáng với công sức đã bỏ ra"
1,"Môi trường làm việc lành mạnh, tính xác thực cao, đội ngũ nhân viên dồi dào Và lãnh đạo thông thái Không áp lực khi phải OT nhiều lần"
-1,"Tính cạnh tranh cao dễ gây mâu thuẫn, áp lực nhân viên, họp báo nhiều lần gây mất thời gian, cần hạn chế việc này"
1,"Môi trường làm việc tốt,đồng nghiệp hòa đồng,phúc lợi tốt ..........."
1,"1. Là nơi mà tôi làm đúng công việc yêu thích của mình, được thể điểm mạnh của bản thân. Tuy có nhiều thử thách nhưng tôi vui vì mình có nhiều cơ hội học tập ở đây, từ các anh chị đồng nghiệp, từ các khóa training trực tiếp miễn phí của công ty. 2. Là nơi mà tôi cảm thấy mức lương phù hợp với năng lực của bản thân, không phải dằn vặt suy nghĩ chuyện tiền nong mỗi tháng. Tuy vẫn không cao lắm so với những nơi khác, nhưng với tinh thần cầu tiền và nhiều cơ hội phía trước, tôi tin chắc mình sẽ trờ thành 1 trong những vị trí quan trọng trong công ty này. 3. Là nơi làm việc global, tôi được thoải mái và đắm chìm trong môi trường giao tiếp tiếng Anh với nhiều người trên thế giới."
-1,"1. Nhiều hệ thống đang được sử dụng đồng thời với 1 vài chức năng trùng lặp. Nhiều nhân viên mới không khỏi thắc mắc và ngỡ ngàng vì điều này.  2. Hiện tại tất cả các hoạt động, câu lạc bộ (tiếng Anh, tiếng Nhật, Yoga, bóng bàn, bóng đá, cầu lông, tennis, võ thuật ...) đều tạm dừng hoạt động mà chưa biết khi nào mở lại do dịch Covid. Nhiều nhân viên vẫn muốn tham gia tiếp, mặc dù có hỏi nhưng vẫn chưa nhận được câu trả lời chính thức từ Công đoàn. 3. Do công ty mới đổi tên thành Hitachi Vantara Việt nam nhưng tất cả mọi thứ liên quan như: logo, template, checklist, ... vẫn chưa được cập nhật toàn bộ."
1,"Điều mình thích nhất ở công ty là chính sách phát triển nhân viên. Công ty mình thường xuyên tổ chức các khóa đào tạo miễn phí về cloud, AI, machine learning, BA, vv và khuyến khích nhân viên vào học để có thể đảm nhiệm thêm nhiều vai trò trong dự án. Đối với translator (Nhật-Anh, Anh-Nhật) như mình thì công ty thuê hẳn 1 trường ngôn ngữ có tiếng (Sakura) để nâng cao trình độ tiếng Nhật và tài trợ 1 phần học phí. Trong thời buổi khó khăn vì dịch covid mà công ty vẫn chú tâm vào sự phát triển của nhân viên. Mình thật sự cảm kích. Ngoài ra, công ty có 1 văn hóa cởi mở, mọi người đều thoải mái chia sẻ quan điểm của mình với người khác. Về thời gian làm việc thì công ty cũng không quá gò bó phải đúng giờ nhưng đến khi release thì mọi người sẵn sàng ở lại OT. Phúc lợi công ty mình cũng khá ổn. Nhà vệ sinh công ty còn bật cả nhạc nữa, không khác gì mấy trung tâm thương mại. Công ty mình vừa sửa sang và khai trương lại hồi sau tết nên cơ sở vật chất khá khang trang. Ngoài ra, công ty còn cung cấp đồ ăn (mì) cho các bạn OT nữa."
-1,"Thứ nhất thì về ghế và bàn ngồi. Lúc trước khi sửa sang thì công ty mình sử dụng hệ thống bàn với ngăn kéo tách rời. Điều này khá thuận tiện khi mình đổi sang dự án khác. Tuy nhiên thì hiện giờ thì ngăn kéo gắn liền với bàn nên việc di chuyển cũng có chút khó khăn. Ngoài ra thì ghế ngồi tuy đẹp nhưng lại khôn thoải mái bằng những chiếc ghế lúc trước công ty sử dụng. Thứ hai là về các trang web quản lý. Công ty mình có 1 trang web riêng để xin nghỉ, 1 trang web riêng để xiên quyền, 1 trang web riêng để log work, 1 trang riêng để giải quyết các vấn đề liên quan đến tài khoản Microsoft. Mỗi lần đăng nhập mình phải nhớ rất nhiều mật khẩu nên khá là bất tiện."
1,"Sau gần 2 năm gán bó tại công ty cũ, tôi quyết định chuyển công tác tại đây với một vị trí hoàn toàn mới, mà tôi phải học lại từ đầu. Tính tới thời điểm hiện tại làm khảo sát này (31-Aug-2020) thì tôi đã có 2 năm, 2 tháng và 13 ngày kinh nghiệm. Đối với tôi, có rất nhiều điểm ấn tượng về công ty nhưng tôi chỉ trích lọc ra 3 điều nổi trội nhất về công ty: 1. Đây là môi trường làm việc quốc tế vì hầu hết là sử dụng English. Tôi có rất nhiều cơ hội để thể hiện thế mạnh về ngoại ngữ, đồng thời trau dồi nó mỗi ngày. Bên cạnh đó, tôi còn có cơ hội trở thành Lead của English Club của công ty, giúp đỡ cho các bạn khác improve khả năng tiếng Anh. 2. Đây là công việc mà tôi thấy rất thích hợp với mình. Tôi luôn đặt ra trong công việc và cuộc sống các quy tắc, luôn luôn theo dõi, đánh giá thường xuyên và không ngừng học hỏi cái mới để cải thiện quy trình hiện tại. Tôi được tiếp xúc với nhiều người khác nhau, đến từ các bộ phận khác nhau. Chính vì vậy mà mối quan hệ của tôi ngày càng mở rộng, và dĩ nhiên tôi đã gây ấn tượng tốt với những người tôi quen. :) 3. Đây là nơi mà tôi có thể bộc bạch những ý tưởng, những suy nghĩ của tôi về công việc, cũng như về tổ chức. Các sếp luôn luôn quan tâm đến những nhận xét tích cực, thẳng thắn của tôi để cải thiện năng suất làm việc. Bên cạnh đó, công ty còn tổ chức hàng năm cuộc thi Innovation Contest để khuyến khích sức sáng tạo của mọi người, đồng thời biến điều đó thành hiện thực. Cách đây 1 tuần, nhóm tôi đã giành được giải 3 của cuộc thi sau gần 1 tháng ròng rã phấn đấu.:)"
-1,"Đương nhiên không phải tổ chức nào cũng hoản hảo, và công ty tôi cũng vậy. Tôi xin chia sẻ khoàng 3 điểm hạn chế nổi bật: 1. Cứ mỗi năm, tất cả nhân viên sẽ có 1 khoản bonus kha khá. Tuy nhiên, từ đâu để có được khoản bonus này, vì dùng chỉ số gì, chỉ tiêu gì, etc để ra được con số thưởng cuối cùng thì vẫn chưa được tiết lộ. Người nhiều khá phàn nàn về cách tính thiếu minh bạch này và thường hay so sánh với các công ty đối thủ. 2. Công việc của tôi khá là thử thách vì phải làm việc với 1 division mới. Những người ở division này khá là lạ lẵm với vị trí của tôi, nên thỉnh thoảng công việc của tôi đã gặp trở ngại vì thái độ thiếu hợp tác của họ mặc dù tôi giao tiếp rất mực nhiệt tình và cẩn trọng. 3. Công ty tôi hiện tại sử dụng rất nhiều systems khác nhau, và mỗi system sẽ sử dụng user name, password cũng khác. Tôi thì luôn luôn lưu lại tất cả các thông tin khi đăng nhập vào từng system, tuy nhiên người khác thì lại không làm thế, nên họ khá mất thời gian để lục lại trí nhớ trước khi đăng nhập."
1,"+ Được đào tạo, tham gia nhiều dự án ( Nhật, Anh,..) sử dụng các ngôn ngữ lập trình hiện nay, sau khi code được review từ các anh senior, quy trình chuẩn Scrum phù hợp cho những bạn mới ra trường để học hỏi. + Công ty trả lương sớm trước ngày 30 hàng tháng. Có lương tháng 13 và tiền thưởng cuối năm. + Đồng nghiệp thân thiện, luôn tận tình hỗ trợ. PM thân thiện , tâm lý. + Văn phòng làm việc mới rộng rãi, thời gian làm việc thỏa mái , pantry xịn xò có lò vi sóng cho nhân viên hâm nóng đồ ăn, mì gói sau 6h và cafe mỗi sáng. + Phụ cấp chứng chỉ TOEIC(>=700), JAPANESE( >=N3), phụ cấp đi lại, tiền gửi xe và tiền ăn trưa + Công ty có định hướng mục tiêu làm việc cho nhân viên. Mỗi năm nhân viên phải đặt ra OPI và KPI cho bản thân sẽ được tư vấn, định hướng và review đánh giá bởi Career advisor. + Tổ chức buổi training, cuộc thi trong nhân viên, có các câu lạc bộ như yoga, võ thuật + Ngoài 13 ngày phép, công ty cho nghỉ thêm 2 ngày (1 ngày service day chọn 1 trong 3 ( sinh nhật/ngày cưới/ngày vào công ty) và 1 ngày Giáng Sinh (25/12)) + Mua bảo hiểm toàn diện PTI cho nhân viên. + HR làm việc chuyên nghiệp, thông báo kết quả phỏng vấn sớm."
-1,"+ Network công ty chậm, chặn nhiều trang ( youtube,gmail,..) khó khăn cho việc tìm hiểu công nghệ mới. + Review tăng lương chậm + Mức lương chưa thực sự cạnh tranh. + Quy trình nhận bồi thường từ bảo hiểm PTI còn nhiều phức tạp, thời gian phê duyệt và nhận tiền bồi thường lâu + Năm nay Covid nên công ty không tổ chức company trip và không tăng lương, tuy hơi buồn nhưng thông cảm với tình hình hiện tại."
1,"Môi trường làm việc năng động, đồng nghiệp thân thiện, cấp trên quan tâm tạo điều kiện cũng như là hướng dẫn, mentor trong công việc. GCS trước khi gia nhập Hitachi Vantara cũng đã nổi tiếng nhờ các khóa training trong công ty, sau này cũng có thêm nguồn tài liệu và khóa học phong phú về công nghệ mới nhất ngoài ra còn có cả các lớp học tiếng Anh, Nhật... chỉ dành riêng cho nhân viên công ty."
-1,"Mức lương so với nhiều công ty khác vẫn chưa cao lắm, tuy nhiên bạn sẽ được mua bảo hiểm sức khỏe, hỗ trợ cơm trưa, xăng xe,... ngoài ra còn có allowance khá nhiều nếu bạn có bằng TOEIC >= 700, JLPT >= N3"
1,"Về cơ bản đây là một môi trường tốt để phát triển nhiều kỹ năng và thăng tiến.  Cơ hội luôn chào đón với những ai luôn cố gắng và có định hướng tốt. * Quy trình chuẩn, process bài bản của SDP * Chế độ benefit ổn định lâu dài * Môi trường open với nhiều dự án nước ngoài thị trường Nhật, Mỹ, Châu Âu"
-1,"Mặc dù là chế độ benefit ổn định, nhưng sẽ thật sự không thu hút nhân sự trong khoảng 1 vài năm đầu, vì sau 1 vài năm đầu ấy, đa phần các bạn developer sẽ nhảy việc vì một lý do: mức lương cạnh tranh từ thị trường."
1,"Công ty là nơi sản sinh, đào tạo đội ngũ chuyên gia, kỹ sư có trình độ chuyên sâu vượt trội và được ghi nhận với những giải thưởng danh giá trong nhiều năm liền. Điều đó làm tôi hài lòng nhất về công ty."
-1,"Điều chưa ổn mà tôi thấy hiện tại đó là vị trí địa lí các văn phòng ở 3 thành phố cách nhau hàng trăm km mỗi khi Team bên Hồ Chí Minh muốn gặp gỡ các team Đà Nẵng và Hà Nội thì quả thật là chưa tìm được địa điểm chơi cùng nhau. Mà phương tiện airplane giá không hề rẻ. Số lượng người cũng không ít, cũng vất vả cho khâu hậu cần, tổ chức. Nhưng do ở 3 thành phố lớn nên các bạn nhân tài có thể chọn văn phòng nào phù hợp với kế hoạch định cư của bản thân, gia đình mình."
1,"Môi trường làm việc năng động, linh hoạt. Trang thiết bị đáp ứng được nhu cầu công việc. Quy trình làm việc tốt, có người định hướng nghề nghiệp của mình (CA) trong tương lai. Các quản lý thân thiện. Tiếp cận với nhiều dự án thị trường nước ngoài (Nhật, Singapore, Thái Lan, châu Âu,...) lẫn trong nước với nhiều công nghệ đa dạng và nhiều mảng trong cuộc sống, giúp nhân viên tiếp cận được nhiều công nghệ tiên tiến. Lương hàng tháng có hỗ trợ đi lại, ăn uống. Có hỗ trợ khi có các bằng cấp, chứng chỉ tiếng Anh (TOEIC>800), tiếng Nhật (>=N3), thạc sĩ. Công đoàn chăm sóc cho nhân viên tốt (hỗ trợ các CLB trong công ty, quà sinh nhật, quà Trung thu, quà Tết), tổ chức các hoạt động cho chị em phụ nữ (8/3, 20/10) cũng như các các con em thiếu nhi của nhân viên (1/6). Ngoài lịch nghỉ theo quy định của Nhà nước, thì nhân viên có ít nhất 13 ngày phép, cộng thêm 1 ngày (ngày vào công ty/ngày cưới/ngày sinh nhật). Có bảo hiểm y tế và bảo hiểm VIP của công ty. Có lương thưởng trong 1 năm, chia ra làm 2 đợt. Có lương tháng 13 nếu tròn năm. Công ty có team building toàn công ty cho nhân viên và gia đình vào khoảng tháng 8, chưa kể có tiền team building cá nhân theo từng tháng cho nhân viên, sẽ được quản lý tổng kết từng theo team, theo bộ phận. Có 2 đợt xét tăng lương và tăng role trong 1 năm. Có các lớp, các khoá học nội bộ của công ty giúp nhân viên phát triển bản thân, cũng như kĩ năng. Nhân viên có thể thay đổi vị trí và phòng ban nếu đáp ứng được nhu cầu công việc, giúp nhân viên luôn đổi mới mình, đầy chủ động. Có các cuộc thi giúp phát triển quy trình trồng làm việc."
-1,"Bộ phận hỗ trợ phần cứng, đường mạng đôi khi gặp những sự cố ngoài ý muốn. Công ty đang đóng băng tuyển dụng để tận dụng nhân sự hiện tại đầy tối ưu nhất. Đồng phục cho nhân viên mới vô chưa có, vì đang trong quá trình chuyển qua hoàn toàn Hitachi Vantara từ Hitachi Consulting."
1,"Chế độ đãi ngộ ở GCS khá tốt, môi trường làm việc khá thỏa mái, thân thiện."
-1,"Nhảy dự án liên tục nên việc tích lũy kinh nghiệm về một kỹ thuật là khó. Thời gian làm việc của từng team khác nhau, có team làm trễ và có thể OT đến 9-10 h tối mới được về và việc này diễn ra hằng ngày."
1,"1. Môi trường làm việc có quy trình, bài bản, chuyên nghiệp 2. Làm việc với khách hàng nước ngoài tăng khả năng sử dụng ngoại ngữ (Anh, Nhật) 3. Chú trọng đến sự phát triển của nhân viên cả về kiến thức chuyên môn và kỹ năng mềm. Thường xuyên tổ chức các buổi training chuyên môn, thuê giáo viên bên ngoài hoặc các nhân viên có thâm niên, có kiến thức chắc chia sẻ kiến thức. Ngoài ra còn tổ chức các lớp học về kỹ năng ngoài chuyên môn để nhân viên tăng skill và có cơ hội thử nghiệm để có nhiều lựa chọn con đường phát triển trong công ty. Mỗi nhân viên đều có 1 CA (carrier adviser) để định hướng khi làm việc ở công ty Đầu năm tài khóa đều yêu cầu nhân viên set mục tiêu cho năm tới, mối phòng ban đều có chuẩn để dựa theo đó set mục tiêu. Nếu cuối năm đánh giá đạt được mục tiêu đề ra thì sẽ có chế độ thưởng. CA quan sát và hỗ trợ đi đúng hướng. 5. Đồng nghiệp thoải mái, luôn luôn lắng nghe luôn luôn giúp đỡ 6. Không gian làm việc rộng rãi thoáng mát, nhà vệ sinh có nhạc, có pantry rộng, có caphe mỗi sáng, mì gói mỗi 6h chiều 7. Nhiều CLB như yoga, tekwando, guitar,... 8. Sếp nhiệt tình giỏi giang 9. Gần nhà 10. Trước công ty có công viên, thoáng mát dễ chịu 11. Luôn khuyến khích sáng tạo, đóng góp ý tưởng. có cuộc thi về ý tưởng, cơ hội nhận thưởng là 90% 12. Luôn ghi nhận đóng góp và có bonus nếu xứng đáng."
-1,"Công ty khá đông nhân viên, nên đi làm gặp nhiều đồng nghiệp làm chung công ty nhưng không biết là đồng nghiệp hoặc đi lướt qua như không quen biết"
1,môi trường thăng tiến
-1,không có nhân xét
1,"Môi trường làm việc thân thiện, sếp rất chịu support nhân viên, mọi người vui vẻ hòa đồng. Hài lòng với OT"
1,"Công ty có quy trình đóng gói , vận chuyển cũng như bảo quản sách cực tốt , được hợp tác cùng rất nhiều tác giả đầu sách nổi tiếng , thời gian làm việc linh động , không áp lực , môi trường làm việc cùng những người yêu sách tạo cảm giác thân thuộc và hứng thú đối với công việc"
-1,"Bộ phận quang cáo , thiết kế , quản lí sự kiện chưa thực sự thu hút , chính sách lương thưởng dịp lễ , tết chưa được quan tâm đúng mức ."
1,"Môi Trường làm việc năng động , thân thiện , khả năng hợp tác cao , được tìm hiểu sâu về các đầu sách mới lạ , được hợp tác và có cơ hội gặp gỡ các tác gia nổi tiếng . Thời gian làm việc linh động"
-1,Chế độ phúc lợi xã hội và lương bổng chưa cao . Cơ hội thăng tiến chưa rõ ràng . Thiếu hụt Nhân sự khâu đóng gói.
1,"Môi trường làm việc rất tốt, mọi người hòa đồng và các quản lý hướng dẫn rất tận tình"
-1,"Rất thường xuyên tăng ca. Đối với nhân viên bán thời gian thì không hề có bất cứ phúc lợi nào: không nhân lương ngày lễ (cũng không được thưởng dịp lễ), không được thưởng doanh thu. Khi tính lương thì cộng thiếu giờ làm"
1,Làm việc trong môi trường nhân viên khá thân thiện. Khối vận hành thì tùy vào quy mô của mỗi chi nhánh sẽ có cảm nhận khác nhau. Mặt bằng chung lương parttime cao hơn các brand khác.
-1,"Lộ trình thăng tiến chưa rõ ràng và khá lâu, dễ làm nhân viên mất ""lửa"" cống hiến. Chế độ OT nhiều, làm cho nhân viên có cảm giác mệt mỏi, tinh thần không còn hăng say làm việc."
1,"Hợp lý, chấp nhận được, mọi thứ, vui vẻ, hoà đồng."
-1,"họp và báo cáo nhiều làm khá mất thời gian, không vui."
1,"Vị trí thoáng mát, có chỗ giữ xe thoải mái. Văn phòng sạch sẽ"
-1,Bên trong công ty không thoáng mát. Có vẻ giống nhà hơn là công ty Phỏng vấn không chuyên nghiệp. Không có 1 câu hỏi nào về kĩ thuật. Lương thấp hơn các công ty khác rất nhiều. Không
1,"Nghe nói đồng nghiệp ở đây rất thân thiện, sẵn sàng chia sẻ và giúp đỡ các thành viên mới"
-1,"Công ty này xem ra cũng ở cách xa nội thành thành phố, nên một số ứng viên khó có thể join vào công ty"
1,"Sếp và các anh chị trong công ty rất thoải mái, địa điểm thoáng mát, đẹp, văn phòng làm việc sạch sẽ, chuyên nghiệp"
-1,"Đôi khi không khí làm việc hơi cứng nhắc, không thoải mái"
1,"Vì thu nhập tương đối tốt, môi trường làm việc rất tuyệt vời"
-1,Việc đào tạo cho nhân viên còn chưa có
1,"Dong nghiep than thien, nhiet tinh, cap lanh dao cua mot so bo phan rat quan tam den nhan vien, luon tao dieu kien tot nhat de nhan vien phat trien."
-1,"Tat ca deu tot, khong can cai thien nua ma hay tiep tuc va phat huy theo nhung cai da co san."
1,"Văn hóa chia sẻ tốt, học hỏi được nhiều, OT rõ ràng Ot được tính rõ ràng, không có gì thắc mắc"
-1,"Cơ sở vật chất hơi thiếu , cho nghỉ trưa 2h nhưng lại phải ngồi ghế xuân hòa gấp, quá là đau người, mỗi ngày đi làm về là mỏi rã người, nghỉ 1h là hợp lí. Nhà vệ sinh bé xíu"
1,"cty startup thỏa thích sáng tạo và học tập. Không gò bó trang phục đi làm. Phù hợp cho IT thoải mái OT, OT Thỏa thích 24/7 ngày trong tuần. Cơ chế phúc lợi tốt"
1,"- Công ty là một môi trường trẻ. TRẺ đúng nghĩa, từ leader đến nhân viên độ tuổi và thế hệ không có nhiều chênh lệch. Mọi người làm việc trên tinh thần thẳng thắn, cống hiến, sẵn sàng học hỏi và chia sẻ. Công việc xuất phát điểm tại Topica có thể không đúng hoặc chưa phù hợp với bạn nhưng sau 1 thời gian làm việc, leader và boss sẽ chỉ cho nhân viên đâu là điểm mạnh điểm yếu của bạn và chỉ cho bạn hướng đi phù hợp ( ít nhất là trong mắt người quản lý ).  Điều tôi hài lòng nhất về Topica là khả năng của tôi được công nhận và định hướng phát triển theo hướng tôi cảm thấy phù hợp nhất đến từ leader - Người trẻ dạy nhau làm. Cùng là những người có tư tưởng trẻ, cầu tiến và sẵn sàng chia sẻ kinh nghiệm và hiểu biết cho nhau. Để học được một cái gì đó mà bạn cảm thấy mới mẻ và thích thú ở Topica thì rất dễ dàng. Từ kĩ năng Excel, thuyết trình, chạy ads facebook, làm báo cáo hay cả cách trình bày văn bản với từng dấu chấm phẩy chỉ cần tìm đúng người đúng thời điểm (tránh lúc Deadline dí ra) thì mọi người đều có thể chỉ cho bạn phải làm như thế nào."
-1,"- Khối lượng công việc quá lớn. Phải nói rằng với một môi trường phát triển mạnh mẽ như Topica việc này là khó tránh khỏi. Cá nhân tôi đi làm vì đam mê và muốn thể hiện bản thân nhất có thể. Một nhân viên có thể phải kiêm nhiều đầu việc hơn JD. Đôi khi vì khối lượng công việc lớn làm ảnh hưởng đến quá trình phát triển bản thân và hoàn thiện công việc chính (Bạn tôi stress đến hút nhiều thuốc mà bị ho khan, bản thân tôi OT 34h ngay trong tuần làm việc đầu tiên của tháng)"
1,"Môi trường thân thiện, thích nhất là văn hóa công ty, thành viên công ty quan tâm nhau như người 1 nhà.  Bạn nào bảo chậm lương là không có đâu nhé, chỉ chậm 2 tháng covid thôi. LƯơng trả 15 hàng tháng mà ngày 11 đã có lương rồi. À mà phúc lợi công ty cũng khá ok, ốm đau, ma chay cưới hỏi công ty đều quan tâm. Nói chung là 1 môi trường đáng làm việc"
-1,Vì là công ty lớn nên quy trình hơi cứng nhắc. Nhưng riêng đã làm ở Eurowindow rồi thì làm đâu cũng được
1,Sản phẩm tốt
-1,"- Lương luôn chậm trễ - Thử việc mà không phù hợp, công ty tìm cách không trả lương, dù đã làm đúng quy trình nghỉ. - Quy trình không rõ ràng"
1,"Vì được đi làm gần nhà, được tiếp xúc với các công nghệ hiện đại"
-1,"Đó là kiến thức về thép, thiếu kinh nghiệm về kết cấu,"
1,HR xinh gái. Môi trường làm việc ok. Muốn gắn bó lâu dài + mức lương tốt k nên vào
-1,Hứa thì làm. 1 năm vẫn không đủ thời gian lên lương Không có lương OT cho nhân viên dự án không phải trọng điểm
1,"Văn phòng đẹp, đồng nghiệp + cấp trên hỗ trợ hướng dẫn nhiệt tình. Công ty nhiều trai xinh gái đẹp :3 Có chính sách OT đầy đủ, mà công việc nhầu như không cần OT"
-1,Hiện tại thì chưa thấy có điều gì không thích cả.
1,"Mình hơi bất ngờ vì công ty khá là vui, cuối mỗi buổi chiều rất là ""ồn ào"" vì có bàn bi lắc, mọi người tụ họp ở đó để chơi, thấy có vẻ rất vui. Văn phòng cũng thoáng, rộng chỉ là nhìn đông người quá thôi kk Gái xinh nhiều phết!"
-1,"Văn phòng open, nhân viên ngồi khá sát nhau, nên có lúc cũng không thoải mái lắm Làm việc trên laptop cá nhân"
1,"Điều kiện vật chất và văn phòng rất đẹp, chính sách lương thưởng tốt, đảm bảo benefits tối đa cho nhân viên. Cty khá đông người do có nhiều team, có 2 vp to cho tất cả các team ngồi làm việc chung. Mình thuộc team dev nên cảm thấy tất cả member đều rất thân thiện và hoà đồng, những team khác thì không biết thế nào :D. Ngoài ra cty có chính sách hỗ trợ nhân viên khi mua laptop để làm việc nữa. OT không nhiều và hoàn toàn tự nguyện, ko ai ép cả"
